Custom,0000,tbd,no unit,,,,,,,,,,,
Custom,0000,no activity of this subscope in the reporting year,no unit,,,,,,,,,,,
Custom,0000,specific emission from separate assessment, kg CO2e,1.0000,,,,,,,,,,
Custom,0000,data not availailable/ missing in reporting year,no unit,,,,,,,,,,,
Custom,0000,included in other subscope category,no unit,,,,,,,,,,,
Custom,0000,total emission of this subscope see adjacent for further description,no unit,,,,,,,,,,,
Custom,0000,no emissions according to GHGP or ISO14064-1,no unit,,,,,,,,,,,
Custom,0000,emissions with this subscope negligible, tbd,no unit,,,,,,,,,,,
Custom,0000,included in other business unit,no unit,,,,,,,,,,,
Custom,2021, Expenses, BIP, €,0.2603,,,,,,,,,,
Client, 2022, Electricity, purchased in reporting year by reporting company, MWh,280.0000,,,,,,,,,,
DBEIS, 2022, Fuels, Gaseous fuels, Butane, Energy - Gross CV, kWh (Gross CV),0.2224,0.2221,0.0002,0.0001,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Burning oil, Tonnes, t,3165.0100,3149.6700,7.5000,7.8400,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Burning oil, Tonnes, t,3165.0100,3149.6700,7.5000,7.8400,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Burning oil, Tonnes, t,3165.3200,3149.6700,7.8100,7.8500,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Burning oil, Tonnes, t,3165.3600,3149.6700,7.8500,7.8400,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Burning oil, Tonnes, t,3165.2600,3149.6700,7.7500,7.8500,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Burning oil, Volume, litres,2.5401,2.5278,0.0060,0.0063,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Burning oil, Volume, litres,2.5401,2.5278,0.0060,0.0063,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Burning oil, Volume, litres,2.5404,2.5278,0.0063,0.0063,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Burning oil, Volume, litres,2.5404,2.5278,0.0063,0.0063,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Burning oil, Volume, litres,2.5363,2.5238,0.0062,0.0063,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Diesel (100% mineral diesel), Energy - Gross CV, kWh (Gross CV),0.2532,0.2497,0.0000,0.0035,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Diesel (100% mineral diesel), Energy - Gross CV, kWh (Gross CV),0.2534,0.2499,0.0000,0.0035,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Diesel (100% mineral diesel), Energy - Gross CV, kWh (Gross CV),0.2528,0.2494,0.0000,0.0033,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Diesel (100% mineral diesel), Energy - Gross CV, kWh (Gross CV),0.2527,0.2494,0.0000,0.0032,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Diesel (100% mineral diesel), Energy - Gross CV, kWh (Gross CV),0.2530,0.2494,0.0000,0.0035,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Diesel (100% mineral diesel), Energy - Net CV, kWh (Net CV),0.2694,0.2657,0.0000,0.0037,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Diesel (100% mineral diesel), Energy - Net CV, kWh (Net CV),0.2696,0.2658,0.0000,0.0037,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Diesel (100% mineral diesel), Energy - Net CV, kWh (Net CV),0.2689,0.2654,0.0000,0.0035,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Diesel (100% mineral diesel), Energy - Net CV, kWh (Net CV),0.2688,0.2653,0.0000,0.0034,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Diesel (100% mineral diesel), Energy - Net CV, kWh (Net CV),0.2691,0.2653,0.0000,0.0037,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Diesel (100% mineral diesel), Tonnes, t,3208.7600,3164.3300,0.3100,44.1200,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Diesel (100% mineral diesel), Tonnes, t,3208.7600,3164.3300,0.3100,44.1200,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Diesel (100% mineral diesel), Tonnes, t,3206.6200,3164.3300,0.3000,41.9900,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Diesel (100% mineral diesel), Tonnes, t,3205.5500,3164.3300,0.3600,40.8600,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Diesel (100% mineral diesel), Tonnes, t,3209.2200,3164.3300,0.5000,44.3800,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Diesel (100% mineral diesel), Volume, litres,2.6988,2.6613,0.0003,0.0372,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Diesel (100% mineral diesel), Volume, litres,2.7055,2.6681,0.0003,0.0372,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Diesel (100% mineral diesel), Volume, litres,2.6879,2.6524,0.0003,0.0352,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Diesel (100% mineral diesel), Volume, litres,2.6870,2.6524,0.0003,0.0343,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Diesel (100% mineral diesel), Volume, litres,2.6878,2.6502,0.0004,0.0372,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Diesel (average biofuel blend), Energy - Gross CV, kWh (Gross CV),0.2411,0.2376,0.0000,0.0035,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Diesel (average biofuel blend), Energy - Gross CV, kWh (Gross CV),0.2369,0.2334,0.0000,0.0035,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Diesel (average biofuel blend), Energy - Gross CV, kWh (Gross CV),0.2406,0.2372,0.0000,0.0033,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Diesel (average biofuel blend), Energy - Gross CV, kWh (Gross CV),0.2446,0.2414,0.0000,0.0032,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Diesel (average biofuel blend), Energy - Gross CV, kWh (Gross CV),0.2477,0.2441,0.0000,0.0035,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Diesel (average biofuel blend), Energy - Net CV, kWh (Net CV),0.2563,0.2526,0.0000,0.0037,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Diesel (average biofuel blend), Energy - Net CV, kWh (Net CV),0.2517,0.2479,0.0000,0.0037,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Diesel (average biofuel blend), Energy - Net CV, kWh (Net CV),0.2557,0.2521,0.0000,0.0035,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Diesel (average biofuel blend), Energy - Net CV, kWh (Net CV),0.2602,0.2568,0.0000,0.0034,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Diesel (average biofuel blend), Energy - Net CV, kWh (Net CV),0.2635,0.2597,0.0000,0.0037,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Diesel (average biofuel blend), Tonnes, t,3032.8900,2988.8500,0.3100,43.7300,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Diesel (average biofuel blend), Tonnes, t,2969.0700,2925.0300,0.3100,43.7300,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Diesel (average biofuel blend), Tonnes, t,3028.6100,2986.6000,0.3000,41.7100,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Diesel (average biofuel blend), Tonnes, t,3088.2300,3047.0000,0.3600,40.8600,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Diesel (average biofuel blend), Tonnes, t,3132.1500,3087.2700,0.5000,44.3800,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Diesel (average biofuel blend), Volume, litres,2.5578,2.5206,0.0003,0.0370,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Diesel (average biofuel blend), Volume, litres,2.5123,2.4751,0.0003,0.0370,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Diesel (average biofuel blend), Volume, litres,2.5460,2.5107,0.0003,0.0351,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Diesel (average biofuel blend), Volume, litres,2.5941,2.5596,0.0003,0.0343,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Diesel (average biofuel blend), Volume, litres,2.6269,2.5894,0.0004,0.0372,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Fuel oil, Energy - Gross CV, kWh (Gross CV),0.2682,0.2671,0.0004,0.0007,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Fuel oil, Energy - Gross CV, kWh (Gross CV),0.2682,0.2671,0.0004,0.0007,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Fuel oil, Energy - Gross CV, kWh (Gross CV),0.2678,0.2668,0.0004,0.0007,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Fuel oil, Energy - Gross CV, kWh (Gross CV),0.2678,0.2668,0.0004,0.0007,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Fuel oil, Energy - Gross CV, kWh (Gross CV),0.2683,0.2673,0.0003,0.0006,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Fuel oil, Energy - Net CV, kWh (Net CV),0.2853,0.2841,0.0004,0.0007,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Fuel oil, Energy - Net CV, kWh (Net CV),0.2853,0.2841,0.0004,0.0007,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Fuel oil, Energy - Net CV, kWh (Net CV),0.2848,0.2838,0.0004,0.0007,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Fuel oil, Energy - Net CV, kWh (Net CV),0.2849,0.2839,0.0004,0.0007,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Fuel oil, Energy - Net CV, kWh (Net CV),0.2854,0.2844,0.0004,0.0007,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Fuel oil, Tonnes, t,3229.2000,3216.3800,4.8100,8.0100,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Fuel oil, Tonnes, t,3229.2000,3216.3800,4.8100,8.0100,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Fuel oil, Tonnes, t,3221.3700,3209.3800,4.1800,7.8100,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Fuel oil, Tonnes, t,3217.8200,3205.8500,4.1600,7.8100,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Fuel oil, Tonnes, t,3228.8400,3216.9900,4.1000,7.7500,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Fuel oil, Volume, litres,3.1752,3.1626,0.0047,0.0079,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Fuel oil, Volume, litres,3.1752,3.1626,0.0047,0.0079,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Fuel oil, Volume, litres,3.1832,3.1713,0.0041,0.0077,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Fuel oil, Volume, litres,3.1797,3.1678,0.0041,0.0077,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Fuel oil, Volume, litres,3.1780,3.1663,0.0040,0.0076,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Gas oil, Energy - Gross CV, kWh (Gross CV),0.2568,0.2536,0.0003,0.0029,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Gas oil, Energy - Gross CV, kWh (Gross CV),0.2568,0.2536,0.0003,0.0029,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Gas oil, Energy - Gross CV, kWh (Gross CV),0.2567,0.2536,0.0003,0.0029,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Gas oil, Energy - Gross CV, kWh (Gross CV),0.2568,0.2536,0.0003,0.0029,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Gas oil, Energy - Gross CV, kWh (Gross CV),0.2765,0.2536,0.0003,0.0227,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Gas oil, Energy - Net CV, kWh (Net CV),0.2732,0.2698,0.0003,0.0031,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Gas oil, Energy - Net CV, kWh (Net CV),0.2732,0.2698,0.0003,0.0031,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Gas oil, Energy - Net CV, kWh (Net CV),0.2731,0.2698,0.0003,0.0031,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Gas oil, Energy - Net CV, kWh (Net CV),0.2732,0.2698,0.0003,0.0031,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Gas oil, Energy - Net CV, kWh (Net CV),0.2942,0.2698,0.0003,0.0241,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Gas oil, Tonnes, t,3230.2800,3190.0000,3.2900,36.9900,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Gas oil, Tonnes, t,3230.2800,3190.0000,3.2900,36.9900,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Gas oil, Tonnes, t,3229.3400,3190.0000,3.3100,36.0300,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Gas oil, Tonnes, t,3229.8600,3190.0000,3.4300,36.4300,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Gas oil, Tonnes, t,3478.4400,3190.0000,3.4800,284.9600,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Gas oil, Volume, litres,2.7586,2.7242,0.0028,0.0316,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Gas oil, Volume, litres,2.7586,2.7242,0.0028,0.0316,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Gas oil, Volume, litres,2.7578,2.7242,0.0028,0.0308,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Gas oil, Volume, litres,2.7582,2.7242,0.0029,0.0311,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Gas oil, Volume, litres,2.9705,2.7242,0.0030,0.2434,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Lubricants, Energy - Gross CV, kWh (Gross CV),0.2642,0.2633,0.0003,0.0006,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Lubricants, Energy - Gross CV, kWh (Gross CV),0.2642,0.2633,0.0003,0.0006,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Lubricants, Energy - Gross CV, kWh (Gross CV),0.2644,0.2636,0.0003,0.0006,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Lubricants, Energy - Gross CV, kWh (Gross CV),0.2529,0.2521,0.0003,0.0006,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Lubricants, Energy - Gross CV, kWh (Gross CV),0.2644,0.2635,0.0003,0.0006,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Lubricants, Energy - Net CV, kWh (Net CV),0.2810,0.2801,0.0003,0.0006,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Lubricants, Energy - Net CV, kWh (Net CV),0.2811,0.2801,0.0003,0.0006,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Lubricants, Energy - Net CV, kWh (Net CV),0.2813,0.2804,0.0003,0.0006,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Lubricants, Energy - Net CV, kWh (Net CV),0.2691,0.2682,0.0003,0.0006,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Lubricants, Energy - Net CV, kWh (Net CV),0.2813,0.2803,0.0003,0.0007,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Lubricants, Tonnes, t,3181.4400,3171.0900,3.0600,7.2900,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Lubricants, Tonnes, t,3181.4300,3171.0900,3.0600,7.2900,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Lubricants, Tonnes, t,3181.4200,3171.0900,3.0500,7.2800,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Lubricants, Tonnes, t,3181.8900,3171.0900,3.1900,7.6100,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Lubricants, Tonnes, t,3182.0000,3171.0900,3.2300,7.6900,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Lubricants, Volume, litres,2.7497,2.7408,0.0026,0.0063,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Lubricants, Volume, litres,2.7497,2.7408,0.0026,0.0063,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Lubricants, Volume, litres,,,,,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Lubricants, Volume, litres,,,,,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Lubricants, Volume, litres,,,,,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Marine fuel oil, Energy - Gross CV, kWh (Gross CV),0.2624,0.2586,0.0001,0.0037,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Marine fuel oil, Energy - Gross CV, kWh (Gross CV),0.2624,0.2586,0.0001,0.0037,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Marine fuel oil, Energy - Gross CV, kWh (Gross CV),0.2626,0.2588,0.0001,0.0037,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Marine fuel oil, Energy - Gross CV, kWh (Gross CV),0.2630,0.2592,0.0001,0.0037,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Marine fuel oil, Energy - Gross CV, kWh (Gross CV),0.2626,0.2588,0.0001,0.0037,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Marine fuel oil, Energy - Net CV, kWh (Net CV),0.2791,0.2751,0.0001,0.0039,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Marine fuel oil, Energy - Net CV, kWh (Net CV),0.2791,0.2751,0.0001,0.0039,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Marine fuel oil, Energy - Net CV, kWh (Net CV),0.2794,0.2754,0.0001,0.0039,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Marine fuel oil, Energy - Net CV, kWh (Net CV),0.2798,0.2757,0.0001,0.0039,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Marine fuel oil, Energy - Net CV, kWh (Net CV),0.2793,0.2753,0.0001,0.0039,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Marine fuel oil, Tonnes, t,3159.5000,3113.9900,1.2700,44.2400,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Marine fuel oil, Tonnes, t,3159.5100,3113.9900,1.2700,44.2400,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Marine fuel oil, Tonnes, t,3159.5000,3113.9900,1.2700,44.2400,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Marine fuel oil, Tonnes, t,3159.5500,3113.9900,1.2800,44.2900,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Marine fuel oil, Tonnes, t,3159.4900,3113.9900,1.2800,44.2200,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Marine fuel oil, Volume, litres,3.1067,3.0619,0.0013,0.0435,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Marine fuel oil, Volume, litres,3.1067,3.0619,0.0013,0.0435,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Marine fuel oil, Volume, litres,3.1220,3.0771,0.0013,0.0437,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Marine fuel oil, Volume, litres,3.1221,3.0771,0.0013,0.0438,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Marine fuel oil, Volume, litres,3.1097,3.0650,0.0013,0.0435,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Marine gas oil, Energy - Gross CV, kWh (Gross CV),0.2583,0.2549,0.0001,0.0034,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Marine gas oil, Energy - Gross CV, kWh (Gross CV),0.2584,0.2549,0.0001,0.0034,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Marine gas oil, Energy - Gross CV, kWh (Gross CV),0.2584,0.2549,0.0001,0.0034,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Marine gas oil, Energy - Gross CV, kWh (Gross CV),0.2584,0.2549,0.0001,0.0034,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Marine gas oil, Energy - Gross CV, kWh (Gross CV),0.2583,0.2549,0.0001,0.0034,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Marine gas oil, Energy - Net CV, kWh (Net CV),0.2749,0.2711,0.0001,0.0037,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Marine gas oil, Energy - Net CV, kWh (Net CV),0.2749,0.2711,0.0001,0.0037,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Marine gas oil, Energy - Net CV, kWh (Net CV),0.2749,0.2711,0.0001,0.0037,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Marine gas oil, Energy - Net CV, kWh (Net CV),0.2749,0.2711,0.0001,0.0037,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Marine gas oil, Energy - Net CV, kWh (Net CV),0.2748,0.2711,0.0001,0.0036,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Marine gas oil, Tonnes, t,3249.9900,3205.9900,0.8100,43.1900,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Marine gas oil, Tonnes, t,3249.9900,3205.9900,0.8100,43.1900,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Marine gas oil, Tonnes, t,3249.9900,3205.9900,0.8100,43.2000,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Marine gas oil, Tonnes, t,3250.0800,3205.9900,0.8200,43.2700,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Marine gas oil, Tonnes, t,3249.2800,3205.9900,0.8100,42.4800,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Marine gas oil, Volume, litres,2.7754,2.7378,0.0007,0.0369,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Marine gas oil, Volume, litres,2.7754,2.7378,0.0007,0.0369,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Marine gas oil, Volume, litres,2.7754,2.7378,0.0007,0.0369,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Marine gas oil, Volume, litres,2.7755,2.7378,0.0007,0.0369,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Marine gas oil, Volume, litres,2.7748,2.7378,0.0007,0.0363,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Naphtha, Energy - Gross CV, kWh (Gross CV),0.2365,0.2356,0.0003,0.0006,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Naphtha, Energy - Gross CV, kWh (Gross CV),0.2365,0.2356,0.0003,0.0006,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Naphtha, Energy - Gross CV, kWh (Gross CV),0.2365,0.2357,0.0003,0.0006,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Naphtha, Energy - Gross CV, kWh (Gross CV),0.2365,0.2356,0.0003,0.0006,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Naphtha, Energy - Gross CV, kWh (Gross CV),0.2364,0.2355,0.0003,0.0006,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Naphtha, Energy - Net CV, kWh (Net CV),0.2490,0.2480,0.0003,0.0006,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Naphtha, Energy - Net CV, kWh (Net CV),0.2490,0.2480,0.0003,0.0006,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Naphtha, Energy - Net CV, kWh (Net CV),0.2490,0.2481,0.0003,0.0006,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Naphtha, Energy - Net CV, kWh (Net CV),0.2489,0.2480,0.0003,0.0006,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Naphtha, Energy - Net CV, kWh (Net CV),0.2488,0.2479,0.0003,0.0006,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Naphtha, Tonnes, t,3142.8700,3131.3300,3.4100,8.1300,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Naphtha, Tonnes, t,3142.8700,3131.3300,3.4100,8.1300,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Naphtha, Tonnes, t,3142.8700,3131.3300,3.4100,8.1300,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Naphtha, Tonnes, t,3142.8700,3131.3300,3.4100,8.1300,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Naphtha, Tonnes, t,3142.8700,3131.3300,3.4100,8.1300,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Naphtha, Volume, litres,2.1193,2.1115,0.0023,0.0055,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Naphtha, Volume, litres,2.1193,2.1115,0.0023,0.0055,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Naphtha, Volume, litres,,,,,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Naphtha, Volume, litres,,,,,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Naphtha, Volume, litres,,,,,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Petrol (100% mineral petrol), Energy - Gross CV, kWh (Gross CV),0.2416,0.2401,0.0008,0.0007,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Petrol (100% mineral petrol), Energy - Gross CV, kWh (Gross CV),0.2416,0.2401,0.0008,0.0007,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Petrol (100% mineral petrol), Energy - Gross CV, kWh (Gross CV),0.2412,0.2399,0.0007,0.0006,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Petrol (100% mineral petrol), Energy - Gross CV, kWh (Gross CV),0.2410,0.2396,0.0007,0.0007,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Petrol (100% mineral petrol), Energy - Gross CV, kWh (Gross CV),0.2408,0.2394,0.0007,0.0007,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Petrol (100% mineral petrol), Energy - Net CV, kWh (Net CV),0.2543,0.2527,0.0008,0.0007,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Petrol (100% mineral petrol), Energy - Net CV, kWh (Net CV),0.2543,0.2528,0.0008,0.0007,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Petrol (100% mineral petrol), Energy - Net CV, kWh (Net CV),0.2539,0.2525,0.0008,0.0007,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Petrol (100% mineral petrol), Energy - Net CV, kWh (Net CV),0.2537,0.2522,0.0008,0.0007,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Petrol (100% mineral petrol), Energy - Net CV, kWh (Net CV),0.2535,0.2520,0.0008,0.0007,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Petrol (100% mineral petrol), Tonnes, t,3153.9000,3135.0000,9.8600,9.0400,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Petrol (100% mineral petrol), Tonnes, t,3153.9000,3135.0000,9.8600,9.0400,,,,,,,
DBEIS, 2020, Fuels, Liquid fuels, Petrol (100% mineral petrol), Tonnes, t,3152.5800,3135.0000,9.2600,8.3200,,,,,,,
DBEIS, 2019, Fuels, Liquid fuels, Petrol (100% mineral petrol), Tonnes, t,3152.9600,3135.0000,9.3700,8.6000,,,,,,,
DBEIS, 2018, Fuels, Liquid fuels, Petrol (100% mineral petrol), Tonnes, t,3153.6600,3135.0000,9.4500,9.2200,,,,,,,
DBEIS, 2022, Fuels, Liquid fuels, Petrol (100% mineral petrol), Volume, litres,2.3397,2.3257,0.0073,0.0067,,,,,,,
DBEIS, 2021, Fuels, Liquid fuels, Petrol (100% mineral petrol), Volume, litres,2.3397,2.3257,0.0073,0.0067,,,,,,,
